,Unnamed: 0,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
196,196,54 Hitchcock Street," 255,000 ", Jun 2013,0," 82,500 ", Feb 2001, ,, 534 ,,3,1,2,Break Water
197,197,7/9-11 Leather Street," 345,000 ", May 2013,0," 230,000 ", Sep 2007, ,, 349 ,,0,0,0,Break Water
198,198,22 Fidge Crescent," 278,000 ", May 2013,0, ,, ,, 558  ,124.0,4,2,1,Break Water
199,199,7/9 Leather Street," 345,000 ", May 2013,0, ,, ,, 349 ,,0,0,0,Break Water
200,200,3/12 Apparel Close," 261,800 ", May 2013,0, ,, ,, 169 ,,0,0,0,Break Water
201,201,11 Fidge Crescent," 246,000 ", 29 Apr 2013,1, ,, 185 , Jul 2007, 586  ,99.0,3,1,1,Break Water
202,202,18 Fellmongers Road," 255,000 ", Apr 2013,0, ,, 280 , Mar 2012, 650 ,,3,1,3,Break Water
203,203,5/9 Leather Street," 233,200 ", Apr 2013,0, ,, ,, 114  ,191.0,0,0,0,Break Water
204,204,2/12 Apparel Close," 261,800 ", Apr 2013,0, ,, ,, 169 ,,0,0,0,Break Water
205,205,2 Hamilton Court," 173,000 ", Mar 2013,0, ,, ,, 777 ,,0,0,0,Break Water
206,206,1/28 Breakwater Road," 445,000 ", Mar 2013,0, ,, 240 , Nov 2013, ,,0,0,0,Break Water
207,207,25 Young Street," 250,000 ", Mar 2013,0," 200,000 ", Mar 2006, ,, 534 ,,1,0,0,Break Water
208,208,62 Tanner Street," 270,000 ", Mar 2013,0," 219,000 ", Mar 2005, ,, 806 ,,3,1,4,Break Water
209,209,54 Fidge Crescent," 265,000 ", Feb 2013,0," 170,000 ", Feb 2008, ,, 557  ,124.0,2,1,1,Break Water
210,210,2 Tucker Street," 310,000 ", Jan 2013,0," 202,500 ", Aug 2005, ,, 900 ,,3,1,2,Break Water
211,211,26 Young Street," 220,000 ", Dec 2012,0, ,, 310 , Mar 2013, 534  ,98.0,3,1,1,Break Water
212,212,2/6 Solomon Court," 275,000 ", Dec 2012,0," 55,000 ", Sep 2009, ,, 254 ,,3,2,1,Break Water
213,213,2/7 Tucker Street," 165,000 ", Dec 2012,0, ,, 180 , Jan 2013, 47 ,,0,0,0,Break Water
214,214,7 Reeves Court," 264,000 ", Nov 2012,0," 220,000 ", Apr 2010, ,," 1,216 ",,0,0,0,Break Water
215,215,8/1 Holman Court," 190,000 ", Oct 2012,0," 139,000 ", Aug 2007, ,," 1,557 ",,0,0,0,Break Water
216,216,52 Leather Street," 605,000 ", Sep 2012,0," 316,938 ", Jun 2002, ,," 1,815 ",,0,0,0,Break Water
217,217,4/1 Holman Court," 90,000 ", Sep 2012,0, ,, 260 , Jul 2019, 83 ,,2,1,1,Break Water
218,218,35 Fidge Crescent," 240,000 ", Aug 2012,0, ,, ,, 573 ,,3,1,1,Break Water
219,219,50 Leather Street," 1,595,000 ", Aug 2012,0," 185,000 ", Nov 1998, ,," 1,820 ",,0,0,0,Break Water
220,220,32 Fellmongers Road," 4,950,000 ", Aug 2012,0, ,, ,," 52,697 ",,0,0,0,Break Water
221,221,91 Holman Court," 146,000 ", Jul 2012,0, ,, ,, ,,0,0,0,Break Water
222,222,25 Leather Street," 2,175,000 ", Jul 2012,0, ,, ,," 6,875 ",,0,0,0,Break Water
223,223,"9,1 Holman Court"," 146,000 ", Jul 2012,0, ,, ,, 52 ,,0,0,0,Break Water
224,224,58 Leather Street," 1,300,000 ", Jun 2012,0," 170,000 ", Jul 2001, ,," 3,899 ",,0,0,0,Break Water
225,225,20 Cosgrove Street," 60,000 ", Jun 2012,0, ,, ,, 771 ,,0,0,0,Break Water
226,226,31 Tanner Street," 295,000 ", May 2012,0, ,, ,, 766  ,105.0,3,1,1,Break Water
227,227,2/12 Cosgrove Street," 285,000 ", May 2012,0, ,, ,, 250 ,,2,1,1,Break Water
228,228,2/22 Tucker Street," 110,000 ", May 2012,0, ,, ,, 319  ,117.0,0,0,0,Break Water
229,229,1/22 Tucker Street," 110,000 ", May 2012,0, ,, ,," 1,220  ",117.0,0,0,0,Break Water
230,230,3/60 Tanner Street," 323,000 ", May 2012,0, ,, 285 , Apr 2019, 273 ,,0,0,0,Break Water
231,231,9 Hitchcock Street," 259,900 ", Apr 2012,0," 95,000 ", Aug 2000, ,, 532 ,,3,1,1,Break Water
232,232,2/60 Tanner Street," 285,000 ", Mar 2012,0, ,, ,, 273  ,93.0,0,0,0,Break Water
233,233,24 Fellmongers Road," 270,000 ", Feb 2012,0, ,, ,, 657 ,,3,1,4,Break Water
234,234,26 Fidge Crescent," 231,000 ", Jan 2012,0, ,, ,, 558 ,,3,1,1,Break Water
235,235,1 Hamilton Court," 290,000 ", Jan 2012,0," 86,500 ", Jun 1991, ,, 753  ,167.0,4,2,2,Break Water
236,236,42 Fidge Crescent," 242,500 ", Jan 2012,0, ,, 210 , Nov 2005, 551 ,,3,1,1,Break Water
237,237,204 St Albans Road," 245,000 ", Jan 2012,0, ,, ,, 531  ,117.0,3,1,2,Break Water
238,238,228 St Albans Road," 249,900 ", Jan 2012,0," 186,000 ", Nov 2004, ,, 542 ,,3,1,0,Break Water
239,239,9/12 Apparel Close," 261,250 ", Jan 2012,0, ,, ,, 170 ,,0,0,0,Break Water
240,240,10/12 Apparel Close," 299,750 ", Jan 2012,0, ,, ,, ,,0,0,0,Break Water
241,241,2/1 Tanner Street," 297,500 ", Nov 2011,0, ,, 340 , Sep 2018, 265  ,102.0,2,1,1,Break Water
242,242,1 & 4/1 Tanner Street," 320,000 ", Nov 2011,0, ,, ,, ,,0,0,0,Break Water
243,243,1/24 Cosgrove Street," 277,500 ", Nov 2011,0," 229,000 ", Feb 2006, ,, 302 ,,2,1,2,Break Water
244,244,24 Tucker Street," 250,000 ", Oct 2011,0, ,, 275 , Nov 2011, 580 ,,3,1,1,Break Water
245,245,1/2 Fowler Street," 295,000 ", Sep 2011,0, ,, ,, 238  ,101.0,0,0,0,Break Water
246,246,22 Industrial Place," 395,000 ", Aug 2011,0, ,, ,," 2,035 ",,0,0,0,Break Water
247,247,28 Industrial Place," 800,000 ", Aug 2011,0, ,, ,," 5,005 ",,0,0,0,Break Water
248,248,2/2 Fowler Street," 317,500 ", Aug 2011,0, ,, ,, 240 ,,0,0,0,Break Water
249,249,2/22 Apparel Close," 270,000 ", Jul 2011,0, ,, ,," 2,776  ",35.0,0,0,0,Break Water
250,250,3/22 Apparel Close," 308,186 ", Jul 2011,0, ,, ,," 2,776 ",,0,0,0,Break Water
251,251,2/1 Reeves Court," 295,000 ", Jun 2011,0," 126,750 ", Feb 1990, ,, 691 ,,0,0,0,Break Water
252,252,1/1 Reeves Court," 295,000 ", Jun 2011,0," 126,700 ", Jul 1989, ,," 1,972 ",,0,0,0,Break Water
253,253,20 Fidge Crescent," 233,000 ", May 2011,0, ,, 210 , Nov 2008, 557  ,121.0,3,1,1,Break Water
254,254,2/1 Holman Court," 180,000 ", Apr 2011,0," 129,000 ", Nov 2006, ,," 1,551 ",,0,0,0,Break Water
255,255,14 Cosgrove Street," 289,000 ", Apr 2011,0, ,, 330 , Mar 2020, 848  ,112.0,3,1,2,Break Water
256,256,3/51 Tucker Street," 285,500 ", Apr 2011,0, ,, ,, 214 ,,0,0,0,Break Water
257,257,2/55 Tanner Street," 268,000 ", Mar 2011,0," 252,500 ", Sep 2009, ,, 222 ,,0,0,0,Break Water
258,258,12 Hitchcock Street," 260,000 ", Mar 2011,0, ,, 340 , Jan 2019, 539  ,105.0,3,2,1,Break Water
259,259,20 Hitchcock Street," 246,000 ", Mar 2011,0, ,, ,, 557 ,,0,0,0,Break Water
260,260,1/21 Leather Street," 755,900 ", Mar 2011,0," 550,000 ", Nov 2003, ,," 2,556 ",,0,0,0,Break Water
261,261,46 Fidge Crescent," 245,000 ", 29 Jan 2011,1, ,, ,, 557 ,,4,2,1,Break Water
262,262,14 Fidge Crescent," 255,000 ", Jan 2011,0," 185,000 ", Jan 2007, ,, 553  ,106.0,3,1,1,Break Water
263,263,6 Tanner Court," 259,900 ", Dec 2010,0, ,, ,, 660 ,,4,2,1,Break Water
264,264,95-97 Tanner Street," 650,000 ", Dec 2010,0," 188,500 ", Nov 2000, ,," 46,330 ",,0,0,0,Break Water
265,265,70 Leather Street," 250,000 ", Dec 2010,0," 60,000 ", Jan 1994, ,," 2,788 ",,0,0,0,Break Water
266,266,66 Leather Street," 2,400,000 ", Dec 2010,0, ,, ,," 7,366 ",,0,0,0,Break Water
267,267,95 Tanner Street," 650,000 ", Dec 2010,0, ,, ,," 46,330 ",,0,0,0,Break Water
268,268,212 St Albans Road," 267,000 ", Nov 2010,0, ,, ,, 531  ,116.0,3,1,1,Break Water
269,269,5 McAllister Street," 229,000 ", Nov 2010,0," 58,000 ", Nov 1996, ,, 581 ,,3,1,1,Break Water
270,270,1/61 Tucker Street," 170,000 ", Nov 2010,0," 54,500 ", Oct 1992, ,, 771 ,,0,0,0,Break Water
271,271,53 Tucker Street," 223,000 ", Nov 2010,0," 196,000 ", Oct 2009, ,, 450 ,,2,1,2,Break Water
272,272,36 Hitchcock Street," 215,000 ", Oct 2010,0," 90,000 ", Jul 2000, ,, 618  ,110.0,3,1,1,Break Water
273,273,8 Hitchcock Street," 249,000 ", 13 Oct 2010,1, ,, 275 , Jan 2017, 538  ,105.0,3,1,3,Break Water
274,274,8 Fellmongers Road," 260,000 ", Oct 2010,0, ,, ,, 648 ,,2,0,0,Break Water
275,275,3 Dyson Court," 700,000 ", Sep 2010,0," 600,000 ", Oct 2005, ,," 13,711 ",,0,0,0,Break Water
276,276,7/1 Holman Court," 179,000 ", Aug 2010,0," 143,000 ", Mar 2008, ,, 47 ,,0,0,0,Break Water
277,277,9 Mcallister Street," 260,000 ", Aug 2010,0," 180,000 ", Apr 2004, ,, 672 ,,3,1,2,Break Water
278,278,31 Tucker Street," 280,000 ", Aug 2010,0, ,, 340 , Jan 2020, 706 ,,3,1,1,Break Water
279,279,32 Hitchcock Street," 235,500 ", 01 Aug 2010,1," 168,500 ", Jan 2004, ,, 644  ,101.0,3,1,2,Break Water
280,280,6 Fellmongers Road," 280,000 ", Jul 2010,0, ,, ,, 643 ,,3,2,1,Break Water
281,281,10 Fellmongers Road," 280,000 ", Jul 2010,0," 200,000 ", Dec 2006, ,, 665 ,,3,1,4,Break Water
282,282,14 Fellmongers Road," 270,000 ", Jul 2010,0," 180,000 ", Feb 2006, ,, 583 ,,3,1,0,Break Water
283,283,12 Fellmongers Road," 295,000 ", Jul 2010,0," 64,500 ", Mar 1988, ,, 586 ,,1,0,0,Break Water
284,284,16 Fellmongers Road," 270,000 ", Jul 2010,0, ,, ,, 573 ,,1,1,2,Break Water
285,285,3 Lawless Court," 310,000 ", Jul 2010,0, ,, ,, 833 ,,0,0,0,Break Water
286,286,4 Hitchcock Street," 222,000 ", Jul 2010,0," 190,000 ", Jul 2008, ,, 557  ,104.0,3,1,1,Break Water
287,287,58 Hitchcock Street," 253,000 ", 01 Jul 2010,1," 190,000 ", Nov 2005, ,, 590 ,,3,2,1,Break Water
288,288,83 Tucker Street," 660,000 ", May 2010,0, ,, ,," 1,781  ",228.0,0,0,0,Break Water
289,289,6 Apparel Close," 1,100,000 ", May 2010,0, ,, ,," 6,925 ",,0,0,0,Break Water
290,290,28 Fellmongers Road," 1,200,000 ", Apr 2010,0," 117,000 ", Nov 2001, ,, 658 ,,0,0,0,Break Water
291,291,47 Leather Street," 1,430,000 ", Apr 2010,0," 250,000 ", Jan 1997, ,," 2,611 ",,0,0,0,Break Water
292,292,41 Leather Street," 5,500,000 ", Apr 2010,0, ,, ,," 48,951 ",,0,0,0,Break Water
293,293,28 Apparel Close," 1,200,000 ", Apr 2010,0, ,, ,," 8,048 ",,0,0,0,Break Water
294,294,6 Hodges Court," 230,000 ", Mar 2010,0, ,, 290 , Mar 2012, 674  ,116.0,3,1,2,Break Water
295,295,90 Breakwater Road," 321,000 ", Mar 2010,0," 70,000 ", Oct 1995, ,," 1,093 ",,3,1,1,Break Water
296,296,16 Leather Street," 1,900,000 ", Mar 2010,0, ,," 145,000 ", Mar 2012," 3,553  ",2344.0,0,0,0,Break Water
297,297,16 Apparel Close," 3,850,000 ", Mar 2010,0, ,, ,," 19,641 ",,0,0,0,Break Water
298,298,8 Keith Court," 190,000 ", Feb 2010,0," 173,000 ", Apr 2005, ,, 409 ,,2,1,0,Break Water
299,299,38 Hitchcock Street," 220,000 ", Jan 2010,0," 207,000 ", Aug 2007, ,, 662  ,102.0,3,1,1,Break Water
0,0,2/105-107 Plantation Road," 210,000 ", Sep 2020,0," 109,000 ", Nov 2006, ,, 98 ,,0,0,0,Corio
1,1,42 Purnell Road," 400,000 ", Sep 2020,0, ,, ,, 606 ,,4,1,4,Corio
2,2,7 Stirling Street," 475,000 ", Sep 2020,0," 380,000 ", Apr 2017, ,, 704 ,,3,2,2,Corio
3,3,4 Durham Court," 460,000 ", Sep 2020,0," 400,000 ", Dec 2017, ,, 844  ,107.0,3,1,4,Corio
4,4,7 Amanda Avenue," 455,000 ", Sep 2020,0," 320,000 ", Mar 2012, ,, 613  ,152.0,3,2,4,Corio
5,5,4 Norfolk Crescent," 400,000 ", Aug 2020,0," 67,500 ", Mar 1990, ,, 625 ,,3,1,1,Corio
6,6,3 Crossley Court," 471,050 ", Aug 2020,0," 265,000 ", Nov 2013, ,, 646  ,145.0,3,1,5,Corio
7,7,3/11-13 Corangamite Drive," 310,000 ", Aug 2020,0," 170,000 ", Jan 2006, ,, 286 ,,0,0,0,Corio
8,8,9 Fairbairn Drive," 310,000 ", Aug 2020,0," 230,000 ", Sep 2016, ,, 626 ,,3,1,4,Corio
9,9,36 Princess Road," 405,000 ", Aug 2020,0," 185,000 ", Feb 2012, ,, 541  ,93.0,3,1,1,Corio
10,10,11 Grevillea Avenue," 380,000 ", Aug 2020,0, ,, ,, 632 ,,0,0,0,Corio
11,11,74 Hendy Street," 357,000 ", Aug 2020,0, ,, 300 , Apr 2018, 564 ,,3,1,2,Corio
12,12,18 Leonora Court," 417,000 ", Aug 2020,0," 206,000 ", Oct 2004, ,, 599 ,,3,2,1,Corio
13,13,3 Atami Crescent," 385,000 ", Aug 2020,0," 207,500 ", Feb 2010, ,, 574 ,,3,1,1,Corio
14,14,108 Goldsworthy Road," 250,000 ", Aug 2020,0," 54,000 ", Aug 1986, ,, 530 ,,3,1,2,Corio
15,15,1 Durham Court," 406,000 ", Aug 2020,0," 210,000 ", Jun 2012, ,, 560  ,108.0,3,1,1,Corio
16,16,1 Tyrrell Close," 430,000 ", Aug 2020,0," 330,000 ", Feb 2018, ,, 573 ,,3,1,2,Corio
17,17,46 Kanooka Drive," 390,000 ", Aug 2020,0," 259,000 ", Jun 2015, ,, 539  ,109.0,3,1,0,Corio
18,18,2 Montana Court," 418,000 ", Aug 2020,0," 210,000 ", Oct 2016, ,, 542 ,,3,1,1,Corio
19,19,1 Tambo Court," 335,000 ", Aug 2020,0," 160,000 ", Nov 2014, ,, 635 ,,3,1,1,Corio
20,20,347 Princes Highway," 372,500 ", Jul 2020,0," 295,000 ", Nov 2016, ,, 557  ,150.0,5,2,1,Corio
21,21,7 Shepherdson Avenue," 430,000 ", Jul 2020,0," 227,500 ", Apr 2015, ,, 542  ,115.0,3,1,2,Corio
22,22,44 Colorado Drive," 358,000 ", Jul 2020,0," 160,000 ", Jun 2005, ,, 531  ,98.0,3,1,6,Corio
23,23,4/6-8 Corangamite Drive," 292,000 ", Jul 2020,0," 150,000 ", May 2005, ,, 227 ,,0,0,0,Corio
24,24,10 Beech Court," 318,000 ", Jul 2020,0," 160,000 ", May 2006, ,, 606 ,,3,1,3,Corio
25,25,16 Donax Road," 530,000 ", Jul 2020,0," 297,500 ", Mar 2016, ,," 1,114  ",143.0,3,1,1,Corio
26,26,68 Colorado Drive," 422,000 ", Jul 2020,0," 150,000 ", Jan 2005, ,, 593  ,108.0,3,1,2,Corio
27,27,9-13 Compass Circuit," 349,000 ", Jul 2020,0, ,, ,, 493 ,,0,0,0,Corio
28,28,17 Dunraven Court," 410,000 ", Jul 2020,0," 247,500 ", Mar 2009, ,, 556  ,152.0,3,2,2,Corio
29,29,7 Cardross Court," 410,000 ", Jul 2020,0," 167,000 ", Mar 2004, ,, 635 ,,3,2,2,Corio
30,30,19 Harpur Road," 370,000 ", Jul 2020,0," 215,000 ", Aug 2014, ,, 697 ,,3,1,2,Corio
31,31,167 Bacchus Marsh Road," 630,000 ", Jul 2020,0," 393,000 ", Oct 2015, ,," 1,373  ",167.0,3,1,1,Corio
32,32,24 Browning Drive," 390,000 ", Jul 2020,0," 64,000 ", Aug 1987, ,, 566 ,,1,1,2,Corio
33,33,27 Remington Street," 380,000 ", Jul 2020,0," 262,000 ", Apr 2013, ,, 556  ,98.0,3,1,1,Corio
34,34,9-11 Compass Circuit," 349,000 ", Jul 2020,0, ,, ,, ,,2,1,1,Corio
35,35,2 Correa Close," 440,000 ", Jul 2020,0," 300,000 ", Jun 2010, ,, 560 ,,3,2,2,Corio
36,36,3 Genista Court," 600,000 ", Jul 2020,0," 470,000 ", Nov 2015, ,, 666  ,341.0,4,3,2,Corio
37,37,9-11 Sandra Avenue," 480,000 ", Jul 2020,0, ,, ,," 1,895 ",,0,0,0,Corio
38,38,5 Compass Circuit," 520,000 ", Jul 2020,0, ,, ,, 424 ,,0,0,0,Corio
39,39,19 Wyoming Avenue," 360,000 ", Jul 2020,0," 250,000 ", Apr 2017, ,, 664  ,122.0,3,1,1,Corio
40,40,24 Kingsley Drive," 425,000 ", Jul 2020,0," 92,000 ", May 1991, ,, 566 ,,3,1,2,Corio
41,41,13 Sharland Road," 420,000 ", Jul 2020,0," 360,000 ", Nov 2018, ,, 627  ,103.0,3,1,2,Corio
42,42,16 Fiona Avenue," 365,000 ", Jul 2020,0," 225,000 ", Aug 2010, ,, 663  ,130.0,3,1,1,Corio
43,43,20 Michigan Avenue," 390,000 ", Jun 2020,0, ,, ,, 711 ,,0,0,0,Corio
44,44,42 Carmarthen Drive," 380,000 ", Jun 2020,0, ,, ,, 615 ,,0,0,0,Corio
45,45,48 Michigan Avenue," 315,000 ", Jun 2020,0," 235,000 ", Sep 2016, ,, 268  ,85.0,2,1,1,Corio
46,46,14 Fronsac Avenue," 370,000 ", Jun 2020,0," 220,000 ", Aug 2016, ,, 651 ,,3,1,4,Corio
47,47,12 Fronsac Avenue," 370,000 ", Jun 2020,0," 220,000 ", Aug 2016, ,, 651  ,120.0,3,1,4,Corio
48,48,19 Remington Street," 400,000 ", Jun 2020,0," 78,000 ", Sep 2000, ,, 626 ,,3,2,2,Corio
49,49,4 Nebraska Court," 350,000 ", Jun 2020,0," 250,000 ", Mar 2017, ,, 549  ,108.0,3,1,2,Corio
50,50,4 Beech Court," 343,000 ", Jun 2020,0," 90,000 ", Sep 2001, ,, 804 ,,3,0,0,Corio
51,51,3/273 Princes Highway," 308,000 ", Jun 2020,0," 265,000 ", Jan 2018, ,, 113 ,,0,0,0,Corio
52,52,1/8-9 Fieldman Court," 330,000 ", Jun 2020,0," 250,000 ", Jul 2009, ,, 229 ,,2,1,1,Corio
53,53,3 Howqua Court," 370,000 ", Jun 2020,0, ,, ,, 712 ,,3,1,3,Corio
54,54,1/1 Clive Court," 223,000 ", Jun 2020,0," 161,000 ", Jan 2017, ,, 73  ,53.0,0,0,0,Corio
55,55,18 Sharland Road," 338,000 ", Jun 2020,0," 138,000 ", Apr 2006, ,, 540 ,,1,0,0,Corio
56,56,3 Charlton Road," 405,000 ", Jun 2020,0," 270,000 ", Apr 2014, ,, 543  ,128.0,3,1,2,Corio
57,57,19-21 Merlin Crescent," 545,000 ", May 2020,0, ,, ,," 1,265 ",,3,2,3,Corio
58,58,15 Kingsley Drive," 542,000 ", May 2020,0," 431,000 ", Apr 2019, ,, 548 ,,5,2,3,Corio
59,59,21 Expedition Way," 215,000 ", May 2020,0, ,, ,, 345 ,,0,0,0,Corio
60,60,6 Weir Court," 360,000 ", May 2020,0," 205,000 ", Jun 2010, ,, 642  ,104.0,3,1,1,Corio
61,61,4 Chirnside Court," 316,000 ", May 2020,0," 61,000 ", May 1995, ,, 569  ,97.0,3,1,1,Corio
62,62,3/128 Cox Road," 275,000 ", May 2020,0," 220,000 ", Feb 2018, ,," 1,032  ",65.0,0,0,0,Corio
63,63,32 Cloverdale Drive," 410,000 ", May 2020,0," 205,000 ", Aug 2004, ,, 638  ,170.0,4,1,0,Corio
64,64,17 Sharland Road," 375,000 ", May 2020,0," 335,000 ", Aug 2018, ,, 657  ,128.0,4,1,1,Corio
65,65,239 Princes Highway," 355,000 ", May 2020,0," 346,000 ", Feb 2018, ,, 697 ,,2,1,2,Corio
66,66,1/26 Bacchus Marsh Road," 333,000 ", May 2020,0," 250,000 ", Jul 2014, ,, 290  ,92.0,0,0,0,Corio
67,67,7 Clunies Court," 440,000 ", May 2020,0," 99,000 ", Jul 1996, ,, 530 ,,0,0,0,Corio
68,68,20a Hendy Street," 387,500 ", Apr 2020,0," 270,000 ", Jun 2015, ,, 400 ,,3,2,1,Corio
69,69,16 Banksia Square," 343,000 ", Apr 2020,0," 270,000 ", Jun 2015, ,, 536 ,,3,1,2,Corio
70,70,25 Canadian Parade," 330,000 ", Apr 2020,0, ,, ,, 596 ,,0,0,0,Corio
71,71,3 Cudgee Court," 440,000 ", Apr 2020,0," 153,000 ", Jan 2002, ,, 612 ,,3,2,3,Corio
72,72,4 Prouse Court," 385,000 ", Apr 2020,0," 175,000 ", Nov 2007, ,, 576  ,123.0,3,1,2,Corio
73,73,69 Hendy Street," 326,000 ", Apr 2020,0," 236,000 ", Jul 2015, ,, 613 ,,3,1,2,Corio
74,74,31 Princess Road," 372,000 ", Apr 2020,0," 330,000 ", Jul 2017, ,, 705  ,131.0,3,1,1,Corio
75,75,7 Colorado Drive," 355,000 ", Apr 2020,0, ,, ,, 535 ,,4,1,2,Corio
76,76,7 Expedition Way," 215,000 ", Apr 2020,0, ,, ,, 349 ,,0,0,0,Corio
77,77,3 Nevada Avenue," 402,000 ", Mar 2020,0, ,, ,, 546 ,,3,1,1,Corio
78,78,10 Stirling Street," 490,000 ", Mar 2020,0," 327,500 ", Aug 2015, ,, 693  ,170.0,3,2,6,Corio
79,79,219 Plantation Road," 225,000 ", Mar 2020,0, ,, ,, 551 ,,0,0,0,Corio
80,80,16 Glendye Court," 450,500 ", Mar 2020,0," 330,000 ", Mar 2014, ,, 559  ,170.0,4,2,2,Corio
81,81,12 Donax Road," 530,000 ", Mar 2020,0," 265,000 ", May 2010, ,," 1,355  ",179.0,3,1,1,Corio
82,82,43 Browallia Drive," 525,000 ", 14 Mar 2020,1," 85,000 ", Aug 2006, ,, 654 ,,0,0,0,Corio
83,83,57 Ontario Avenue," 299,500 ", 14 Mar 2020,1," 193,000 ", Jun 2013, ,, 697  ,116.0,3,2,1,Corio
84,84,19 Sharland Road," 335,000 ", Mar 2020,0," 221,000 ", Sep 2013, ,, 591 ,,3,1,4,Corio
85,85,1 Duneed Court," 340,000 ", Mar 2020,0," 227,500 ", Apr 2016, ,, 679 ,,3,1,1,Corio
86,86,9 Abelia Street," 425,000 ", Mar 2020,0," 365,000 ", Dec 2018, ,, 856  ,102.0,3,1,2,Corio
87,87,1 Hastings Way," 440,000 ", Mar 2020,0, ,, ,, 752 ,,3,1,3,Corio
88,88,11 Kerry Court," 410,000 ", Mar 2020,0," 75,000 ", Feb 1999, ,, 705 ,,4,1,6,Corio
89,89,2/145 Purnell Road," 333,000 ", Mar 2020,0," 119,000 ", Jun 2002, ,, 287  ,115.0,0,0,0,Corio
90,90,174 Bacchus Marsh Road," 350,000 ", Mar 2020,0," 220,000 ", Sep 2015, ,, 630 ,,3,1,2,Corio
91,91,59 Purnell Road," 375,000 ", Mar 2020,0," 215,000 ", Feb 2016, ,, 612  ,98.0,3,1,2,Corio
92,92,3 Lofty Court," 330,000 ", 25 Feb 2020,1," 205,000 ", Feb 2016, ,, 631  ,106.0,3,1,2,Corio
93,93,29 Sharland Road," 397,000 ", Feb 2020,0," 150,000 ", Mar 2009, ,, 664  ,98.0,3,1,0,Corio
94,94,10 Gambier Grove," 353,000 ", Feb 2020,0," 210,000 ", Oct 2013, ,, 613 ,,3,1,1,Corio
95,95,37 Harpur Road," 396,000 ", Feb 2020,0, ,, ,, 702 ,,3,1,2,Corio
96,96,7-9 Ontario Avenue," 505,000 ", Feb 2020,0, ,, ,, ,,6,2,0,Corio
97,97,104 Matthews Road," 320,000 ", Feb 2020,0," 230,000 ", Oct 2011, ,, 521  ,108.0,3,1,2,Corio
98,98,319 Princes Highway," 405,000 ", Feb 2020,0," 91,000 ", May 1990, ,, 557 ,,3,1,2,Corio
99,99,417 Princes Highway," 304,000 ", Feb 2020,0," 215,000 ", Jan 2016, ,, 617  ,126.0,4,1,2,Corio
100,100,13 Como Road," 335,000 ", 15 Feb 2020,1," 242,000 ", Sep 2011, ,, 604 ,,3,1,2,Corio
101,101,299 Princes Highway," 435,000 ", Feb 2020,0," 330,000 ", Feb 2017, ,, 697 ,,3,1,5,Corio
102,102,44 Ontario Avenue," 365,000 ", Feb 2020,0," 300,500 ", Apr 2017, ,, 596 ,,3,1,1,Corio
103,103,35 Colorado Drive," 370,000 ", Feb 2020,0," 272,000 ", Jun 2016, ,, 571 ,,4,1,1,Corio
104,104,2 Talona Crescent," 340,000 ", Feb 2020,0," 216,000 ", May 2016, ,, 549 ,,3,1,3,Corio
105,105,17 Browning Drive," 448,000 ", Feb 2020,0," 168,000 ", Nov 2001, ,, 619 ,,3,3,3,Corio
106,106,160 Cox Road," 271,000 ", Feb 2020,0," 152,000 ", Jul 2016, ,, 641 ,,0,0,0,Corio
107,107,1 Cabarita Court," 430,000 ", Feb 2020,0," 107,000 ", Jun 1992, ,, 515 ,,1,2,3,Corio
108,108,104 Vermont Avenue," 360,000 ", Feb 2020,0," 52,500 ", Jan 1998, ,, 544 ,,3,1,1,Corio
109,109,43 Wyoming avenue," 360,000 ", Feb 2020,0, ,, ,, 692 ,,3,1,3,Corio
110,110,7 Cobham Court," 450,000 ", Feb 2020,0," 185,000 ", Oct 2008, ,, 615  ,110.0,4,2,6,Corio
111,111,8 Cranbourne Drive," 415,000 ", Feb 2020,0," 77,500 ", Feb 1989, ,, 556 ,,3,2,2,Corio
112,112,11 Michigan Avenue," 352,000 ", Feb 2020,0, ,, ,, 742 ,,3,1,1,Corio
113,113,19 Virgillia Square," 363,000 ", Feb 2020,0," 84,500 ", Oct 2001, ,, 536 ,,3,1,2,Corio
114,114,8 Voyage Circuit," 250,000 ", Jan 2020,0, ,, ,, 448 ,,0,0,0,Corio
115,115,2/17 Merlin Crescent," 341,500 ", Jan 2020,0," 250,000 ", Apr 2017, ,, 292 ,,0,0,0,Corio
116,116,85 Vermont Avenue," 343,000 ", Jan 2020,0," 160,000 ", Jun 2004, ,, 664 ,,3,2,1,Corio
117,117,5 Amanda Avenue," 445,000 ", Jan 2020,0, ,, ,, 614 ,,0,0,0,Corio
118,118,15 Loddon Street," 330,000 ", Jan 2020,0," 59,500 ", May 1997, ,, 640 ,,3,1,1,Corio
119,119,5 Correa Close," 385,000 ", Jan 2020,0," 365,000 ", Sep 2018, ,, 577 ,,3,1,2,Corio
120,120,32 Carmarthen Drive," 377,500 ", Jan 2020,0," 138,000 ", Jul 2003, ,, 671 ,,3,1,2,Corio
121,121,34 Colorado Drive," 350,000 ", Jan 2020,0," 170,000 ", Mar 2004, ,, 591 ,,1,1,2,Corio
122,122,8 Dalwood Court," 425,000 ", Jan 2020,0," 256,000 ", Aug 2014, ,, 537 ,,3,1,2,Corio
