,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb,Suburb_Code,Train Station,Bus Station,Hospitals,Schools,Restaurants,Shopping Center,Park,Sub_Lat,Sub_Long
3012,6 Hutcheson Avenue,735000.0,2019-09-26,0,,,,,652.0,0.0,5,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3013,12 Idwall Court,520000.0,2019-06-29,0,,,,,368.0,0.0,3,2,4,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3014,2 Jalana Court,720500.0,2019-11-30,0,,,,,863.0,0.0,4,2,5,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3015,11 Jessica Way,940000.0,2019-09-20,0,,,,,718.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3016,13 Jessica Way,635000.0,2019-05-11,0,,,,,719.0,0.0,4,2,4,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3017,6-8 Jewell Place,940000.0,2020-03-13,0,,,,,633.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3018,11 Jewell Place,910000.0,2019-09-21,0,,,,,406.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3019,4 Jinjella Road,716000.0,2019-04-11,0,,,,,810.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3020,20 Jinjella Road,884000.0,2020-08-08,0,,,,,750.0,0.0,5,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3021,9 Kelty Court,748000.0,2019-02-19,0,,,,,568.0,0.0,1,1,0,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3022,12 Kennedy Grove,570000.0,2020-07-11,0,,,,,585.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3023,9 Keram Crescent,820000.0,2019-11-15,0,,,,,922.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3024,1 Kinther Court,517500.0,2019-02-15,0,,,,,609.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3025,7 Kinther Court,525000.0,2019-04-05,0,,,,,629.0,0.0,4,1,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3026,1 Knollbrook Close,575000.0,2020-07-25,0,,,,,565.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3027,15 Knollbrook Close,730000.0,2020-07-14,0,,,,,826.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3028,17 Knollbrook Close,648500.0,2019-03-21,0,,,,,839.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3029,7 Konrads Crescent,515000.0,2019-05-29,0,,,,,655.0,0.0,3,1,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3030,14 Koorong Court,770000.0,2019-11-18,0,,,,,813.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3031,6 Kooyong Place,930000.0,2019-03-01,0,,,,,859.0,0.0,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3032,8 Kooyong Place,700000.0,2019-08-15,0,,,,,887.0,0.0,4,2,0,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3033,66 Kyeema Avenue,720000.0,2019-04-15,0,,,,,980.0,0.0,6,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3034,2 Lambhill Crescent,702000.0,2019-04-13,0,,,,,673.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3035,5 Lambhill Crescent,612000.0,2020-08-17,0,,,,,700.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3036,2 Lansbury Crescent,635000.0,2020-06-01,0,,,,,675.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3037,15 Lansbury Crescent,720000.0,2020-01-14,0,,,,,663.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3038,12 Lansell Drive,695000.0,2020-04-07,0,,,,,606.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3039,31 Lansell Drive,722000.0,2020-05-23,0,,,,,813.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3040,37 Lansell Drive,744000.0,2020-03-14,0,,,,,570.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3041,12B Larcombe Street,635000.0,2019-06-19,0,,,,,430.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3042,49 Larcombe Street,792000.0,2019-06-01,0,,,,,805.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3043,5 Lascelles Place,763500.0,2019-05-25,0,,,,,736.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3044,9 Lascelles Place,805000.0,2019-10-19,0,,,,,722.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3045,1/7 Leigh Road,605000.0,2020-06-10,0,,,,,310.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3046,15 Leigh Road,697000.0,2020-02-05,0,,,,,670.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3047,28 Leigh Road,1010000.0,2020-03-11,0,,,,,642.0,0.0,5,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3048,49 Leigh Road,680000.0,2020-08-14,0,,,,,472.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3049,55 Leigh Road,725000.0,2019-09-26,0,,,,,607.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3050,64 Leigh Road,815000.0,2019-02-19,0,,,,,636.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3051,90 Leigh Road,825000.0,2020-08-26,0,,,,,705.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3052,5 Leilani Court,778000.0,2019-05-18,0,,,,,793.0,0.0,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3053,1A Lichen Grove,530000.0,2019-04-27,0,,,,,733.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3054,2 Lichen Grove,729000.0,2019-04-13,0,,,,,1010.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3055,3-5 Lichen Grove,1390000.0,2020-04-03,0,,,,,1804.0,0.0,5,3,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3056,4 Lichen Grove,710000.0,2020-08-01,0,,,,,1012.0,0.0,3,1,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3057,14 Lichen Grove,520000.0,2019-02-16,0,,,,,810.0,0.0,2,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3058,8 Linton Lane,670000.0,2020-04-12,0,,,,,852.0,0.0,4,2,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3059,7 Lipizzaner Court,720000.0,2019-07-18,0,,,,,672.0,0.0,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3060,10 Lipizzaner Court,980000.0,2020-07-02,0,,,,,562.0,0.0,4,2,4,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3061,12 Lipizzaner Court,525000.0,2019-06-26,0,,,,,512.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3062,10 Lochgoin Mews,1450000.0,2019-10-31,0,,,,,1106.0,353.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3063,19 Lochgoin Mews,725000.0,2019-01-22,0,,,,,713.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3064,2 Maidie Street,868000.0,2019-09-18,0,,,,,1060.0,0.0,4,2,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3065,12 Maidie Street,700000.0,2020-03-21,0,,,,,656.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3066,14 Maidie Street,635000.0,2020-03-25,0,,,,,653.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3067,11 Marcus Street,650000.0,2020-04-14,0,,,,,667.0,148.0,4,2,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3068,7 Marlyn Court,955000.0,2020-06-23,0,,,,,1091.0,0.0,3,3,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3069,7 Mawarra Court,1300000.0,2019-08-20,0,,,,,993.0,325.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3070,15 Mawarra Court,810000.0,2019-06-22,0,,,,,822.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3071,3 Meadow Court,1225000.0,2020-03-26,0,,,,,1322.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3072,1 Melrose Avenue,687500.0,2019-10-05,0,,,,,840.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3073,8 Melrose Avenue,599000.0,2019-01-29,0,,,,,660.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3074,3 Mercia Close,620000.0,2019-11-26,0,,,,,348.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3075,1 Merrick Court,825000.0,2019-11-20,0,,,,,965.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3076,116 Mill Race Road,1350000.0,2019-12-13,0,,,,,807.0,0.0,5,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3077,132 Mill Race Road,645000.0,2019-10-24,0,,,,,374.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3078,6 Molesworth Drive,835000.0,2019-07-13,0,,,,,715.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3079,8 Molesworth Drive,610000.0,2019-01-21,0,,,,,686.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3080,24 Molesworth Drive,445000.0,2019-01-28,0,,,,,287.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3081,32 Molesworth Drive,790000.0,2020-06-18,0,,,,,719.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3082,39 Molesworth Drive,845000.0,2020-02-11,0,,,,,738.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3083,26 Montague Street,710000.0,2019-02-11,0,,,,,612.0,0.0,3,2,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3084,21 Montpellier Drive,655000.0,2019-07-09,0,,,,,597.0,0.0,4,2,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3085,31 Montpellier Drive,760000.0,2019-11-22,0,,,,,508.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3086,35 Montpellier Drive,630000.0,2019-11-22,0,,,,,719.0,0.0,3,3,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3087,7 Montril Court,665000.0,2019-06-17,0,,,,,633.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3088,21 Montrose Place,1045000.0,2020-05-06,0,,,,,676.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3089,22 Montrose Place,930000.0,2020-07-15,0,,,,,952.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3090,65 Montrose Place,1350000.0,2019-07-22,0,,,,,1054.0,0.0,4,3,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3091,16 Moreton Bay Drive,692000.0,2020-07-11,0,,,,,593.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3092,20 Moreton Bay Drive,490000.0,2020-08-25,0,,,,,612.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3093,49 Moreton Bay Drive,645000.0,2019-09-10,0,,,,,590.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3094,9 Morley Crescent,815000.0,2019-09-24,0,,,,,849.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3095,1 Mosman Way,705000.0,2019-02-07,0,,,,,485.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3096,9-11 Mosman Way,1070000.0,2019-12-19,0,,,,,1077.0,0.0,6,4,5,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3097,161 Mount Pleasant Road,745000.0,2020-08-27,0,,,,,595.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3098,192 Mount Pleasant Road,980000.0,2019-11-30,0,,,,,713.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3099,203 Mount Pleasant Road,627000.0,2019-03-09,0,,,,,820.0,0.0,3,2,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3100,206 Mount Pleasant Road,790000.0,2020-04-29,0,,,,,910.0,0.0,4,2,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3101,274 Mount Pleasant Road,525000.0,2019-06-15,0,,,,,586.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3102,39 Mulquiney Crescent,615000.0,2020-01-20,0,,,,,720.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3103,59 Mulquiney Crescent,753000.0,2019-04-13,0,,,,,770.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3104,66 Mulquiney Crescent,650000.0,2020-01-10,0,,,,,759.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3105,82 Mulquiney Crescent,535000.0,2019-03-13,0,,,,,272.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3106,84 Mulquiney Crescent,529000.0,2019-08-19,0,,,,,345.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3107,17 Nedlands Drive,770000.0,2020-07-01,0,,,,,729.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3108,5 Nelson Avenue,582000.0,2020-06-06,0,,,,,658.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3109,14A Nelson Avenue,630000.0,2019-11-16,0,,,,,470.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3110,14B Nelson Avenue,675000.0,2019-12-13,0,,,,,348.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3111,107 North Valley Road,700000.0,2019-01-03,0,,,,,655.0,222.9673,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3112,115 North Valley Road,690000.0,2019-01-04,0,,,,,652.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3113,8 Northam Avenue,538000.0,2019-08-15,0,,,,,650.0,0.0,4,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3114,15 Northam Avenue,530000.0,2019-10-21,0,,,,,652.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3115,18 Northam Avenue,483000.0,2019-02-06,0,,,,,650.0,0.0,4,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3116,11 Northbridge Road,620000.0,2020-06-12,0,,,,,357.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3117,9 Oakbank Avenue,780000.0,2019-09-23,0,,,,,726.0,216.0,3,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3118,10 Oakbank Avenue,840000.0,2019-04-04,0,,,,,665.0,297.2897,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3119,11 Oakhill Avenue,1200000.0,2019-10-13,0,,,,,1001.0,323.7,5,4,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3120,5 Oakview Court,760000.0,2019-11-08,0,,,,,1166.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3121,6 Oakview Court,685000.0,2019-02-07,0,,,,,766.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3122,8 Oakview Court,940000.0,2019-02-09,0,,,,,1543.0,0.0,6,2,6,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3123,13 Oakview Court,502000.0,2019-09-24,0,,,,,560.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3124,13 Odriscol Court,615000.0,2019-08-15,0,,,,,722.0,0.0,4,2,0,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3125,14 Orana Road,1250000.0,2020-02-18,0,,,,,983.0,0.0,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3126,2 Orchardview Court,935000.0,2020-03-11,0,,,,,934.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3127,15 Oxbow Court,685000.0,2019-02-10,0,,,,,1700.0,0.0,0,0,0,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3128,15 Palmerston Place,860000.0,2019-02-12,0,,,,,834.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3129,19 Parkwood Drive,600000.0,2019-11-30,0,,,,,700.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3130,33-35 Parkwood Drive,665000.0,2019-06-11,0,,,,,734.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3131,50 Parkwood Drive,795000.0,2019-12-04,0,,,,,721.0,0.0,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3132,52 Parkwood Drive,715000.0,2019-09-17,0,,,,,680.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3133,22 Patern Street,720000.0,2020-08-06,0,,,,,766.0,0.0,3,1,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3134,10 Pepperdine Way,810000.0,2019-11-23,0,,,,,824.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3135,15 Pepperdine Way,725000.0,2020-05-06,0,,,,,791.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3136,31 Pepperdine Way,1006250.0,2020-02-13,0,,,,,911.0,0.0,5,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3137,39 Pepperdine Way,905000.0,2020-03-07,0,,,,,658.0,0.0,4,2,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3138,7 Percy Jones Court,822000.0,2020-07-13,0,,,,,912.0,0.0,4,2,4,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3139,12 Pinecrest Drive,610000.0,2019-10-05,0,,,,,643.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3140,17 Porter Avenue,540000.0,2019-12-21,0,,,,,589.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3141,36 Porter Avenue,521000.0,2020-07-15,0,,,,,589.0,0.0,2,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3142,54 Porter Avenue,568000.0,2019-01-28,0,,,,,589.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3143,62 Porter Avenue,465000.0,2019-04-16,0,,,,,589.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3144,37 Province Boulevard,830000.0,2019-02-11,0,,,,,745.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3145,64 Province Boulevard,752000.0,2020-09-04,0,,,,,657.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3146,69 Province Boulevard,791000.0,2019-02-02,0,,,,,630.0,336.0,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3147,108 Province Boulevard,715000.0,2019-07-01,0,,,,,313.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3148,13 Queens Park Road,550000.0,2020-04-15,0,,,,,636.0,0.0,4,2,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3149,12 Rathmines Place,675000.0,2020-02-01,0,,,,,475.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3150,14 Rathmines Place,600000.0,2020-07-15,0,,,,,412.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3151,16 Reigate Road,645000.0,2019-07-14,0,,,,,1204.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3152,17 Reigate Road,705000.0,2019-06-29,0,,,,,725.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3153,20 Reigate Road,685000.0,2019-08-29,0,,,,,787.0,0.0,4,1,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3154,35 Reigate Road,652000.0,2019-08-21,0,,,,,725.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3155,50 Reigate Road,770000.0,2020-03-21,0,,,,,790.0,0.0,4,2,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3156,76 Reigate Road,690000.0,2019-02-23,0,,,,,856.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3157,82 Reigate Road,665000.0,2020-04-15,0,,,,,739.0,0.0,4,2,4,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3158,2 Remony Avenue,1005000.0,2020-05-25,0,,,,,976.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3159,34 Remony Avenue,745000.0,2020-05-04,0,,,,,1087.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3160,6 Rice Court,700000.0,2019-10-29,0,,,,,834.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3161,8 Rice Court,580000.0,2019-12-24,0,,,,,539.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3162,32 Rivergum Drive,1530000.0,2019-02-26,0,,,,,865.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3163,2 Rivington Court,1280000.0,2020-05-11,0,,,,,897.0,0.0,5,3,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3164,4 Rivington Court,905000.0,2019-08-28,0,,,,,651.0,0.0,4,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3165,9 Rivington Court,922300.0,2019-05-26,0,,,,,1240.0,0.0,3,2,4,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3166,4 Roncliffe Road,808000.0,2020-02-08,0,,,,,724.0,0.0,3,2,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3167,10 Roncliffe Road,570000.0,2020-01-06,0,,,,,725.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3168,18 Roncliffe Road,517500.0,2019-10-11,0,,,,,343.0,0.0,2,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3169,229 Roslyn Road,844000.0,2019-08-01,0,,,,,766.0,0.0,6,1,7,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3170,238 Roslyn Road,820000.0,2020-05-04,0,,,,,1074.0,0.0,2,2,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3171,248 Roslyn Road,500000.0,2020-04-01,0,,,,,486.0,0.0,4,2,3,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3172,256 Roslyn Road,679000.0,2019-02-16,0,,,,,1207.0,0.0,4,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3173,257 Roslyn Road,940000.0,2019-09-18,0,,,,,1011.0,0.0,3,1,0,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3174,9 Roycroft Avenue,550000.0,2019-05-01,0,,,,,654.0,0.0,3,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3175,13 Roycroft Avenue,500000.0,2019-07-20,0,,,,,652.0,0.0,0,1,1,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3176,12 Scenic Road,557450.0,2019-07-17,0,,,,,935.0,930.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3177,36 Scenic Road,628000.0,2019-01-26,0,,,,,725.0,0.0,3,1,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3178,278 Scenic Road,901500.0,2020-08-08,0,,,,,1042.0,0.0,4,2,5,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3179,284 Scenic Road,685500.0,2020-04-08,0,,,,,1169.0,0.0,5,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3180,9 Shetland Close,1170000.0,2020-01-31,0,,,,,1248.0,0.0,4,3,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3181,4 Shire Court,772500.0,2019-10-20,0,,,,,832.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3182,8 Shire Court,808000.0,2020-05-29,0,,,,,828.0,0.0,5,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3183,25 Shire Court,805000.0,2019-07-31,0,,,,,587.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3184,22 Shoubra Drive,862000.0,2020-03-22,0,,,,,1044.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
3185,3 Silkwood Close,550000.0,2019-10-03,0,,,,,379.0,0.0,3,2,2,Highton,15,0,8,5,5,25,2,2,-38.177915000000006,144.314356
